car_code,category_key,category_title,name,status
CAR001,safety,Safety,Engine immobilizer,flawless
CAR001,safety,Safety,Anti theft device,flawless
CAR001,safety,Safety,Headlight and ignition off reminder,little_flaw
CAR001,safety,Safety,Central locking,flawless
CAR001,safety,Safety,Speed sensing central door locking,little_flaw
CAR001,safety,Safety,Power door locks,damaged
CAR001,safety,Safety,Child safety lock,damaged
CAR001,safety,Safety,Low fuel level warning,flawless
CAR001,safety,Safety,Door ajar warning,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Anti-glare mirrors - Manual,flawless
CAR001,comfort_convenience,Comfort & convenience,Folding rear seat,flawless
CAR001,comfort_convenience,Comfort & convenience,Power windows,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Distance to empty display,flawless
CAR001,comfort_convenience,Comfort & convenience,Air conditioner,flawless
CAR001,comfort_convenience,Comfort & convenience,Power steering,damaged
CAR001,comfort_convenience,Comfort & convenience,12V power outlets,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Vanity mirror on sun visors,flawless
CAR001,comfort_convenience,Comfort & convenience,Adjustable ORVM,little_flaw
CAR001,comfort_convenience,Comfort & convenience,One touch-down power windows - Driver,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Cup holders,flawless
CAR001,comfort_convenience,Comfort & convenience,Adjustable cluster brightness,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Digital Clock,damaged
CAR001,comfort_convenience,Comfort & convenience,Power windows position - Front and rear seats,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Rear armrest cup holders,flawless
CAR001,comfort_convenience,Comfort & convenience,Power steering type - EPS,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Dual zone climate control,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Automatic climate control,flawless
CAR001,comfort_convenience,Comfort & convenience,Steering wheel gearshift paddles,flawless
CAR001,comfort_convenience,Comfort & convenience,Third row cup holders,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Three zone climate control,flawless
CAR001,comfort_convenience,Comfort & convenience,Electrically adjustable ORVM,little_flaw
CAR001,comfort_convenience,Comfort & convenience,Auto dimming IRVM,flawless
CAR001,interior,Interior,Door pockets,flawless
CAR001,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR001,interior,Interior,Digital tripmeter,flawless
CAR001,interior,Interior,Headrests,flawless
CAR001,interior,Interior,Interior door handles,flawless
CAR001,interior,Interior,Digital cockpit,flawless
CAR001,interior,Interior,Digital odometer,flawless
CAR001,interior,Interior,Digital Instrument cluster,flawless
CAR001,exterior,Exterior,Outside rear view mirrors (ORVMs),little_flaw
CAR001,exterior,Exterior,Rear power window,flawless
CAR001,exterior,Exterior,Body colored bumpers,damaged
CAR001,exterior,Exterior,Tail lamps - Conventional,flawless
CAR001,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR001,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR001,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR001,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR002,safety,Safety,Engine immobilizer,flawless
CAR002,safety,Safety,Anti theft device,flawless
CAR002,safety,Safety,Headlight and ignition off reminder,flawless
CAR002,safety,Safety,Central locking,flawless
CAR002,safety,Safety,Speed sensing central door locking,flawless
CAR002,safety,Safety,Power door locks,flawless
CAR002,safety,Safety,Child safety lock,flawless
CAR002,safety,Safety,Low fuel level warning,flawless
CAR002,safety,Safety,Door ajar warning,flawless
CAR002,comfort_convenience,Comfort & convenience,Anti-glare mirrors - Manual,little_flaw
CAR002,comfort_convenience,Comfort & convenience,Folding rear seat,flawless
CAR002,comfort_convenience,Comfort & convenience,Power windows,little_flaw
CAR002,comfort_convenience,Comfort & convenience,Distance to empty display,flawless
CAR002,comfort_convenience,Comfort & convenience,Air conditioner,flawless
CAR002,comfort_convenience,Comfort & convenience,Power steering,little_flaw
CAR002,comfort_convenience,Comfort & convenience,12V power outlets,flawless
CAR002,comfort_convenience,Comfort & convenience,Vanity mirror on sun visors,flawless
CAR002,comfort_convenience,Comfort & convenience,Adjustable ORVM,flawless
CAR002,comfort_convenience,Comfort & convenience,One touch-down power windows - Driver,little_flaw
CAR002,comfort_convenience,Comfort & convenience,Cup holders,flawless
CAR002,comfort_convenience,Comfort & convenience,Adjustable cluster brightness,flawless
CAR002,comfort_convenience,Comfort & convenience,Digital Clock,damaged
CAR002,comfort_convenience,Comfort & convenience,Power windows position - Front and rear seats,flawless
CAR002,comfort_convenience,Comfort & convenience,Rear armrest cup holders,flawless
CAR002,comfort_convenience,Comfort & convenience,Power steering type - EPS,flawless
CAR002,comfort_convenience,Comfort & convenience,Dual zone climate control,flawless
CAR002,comfort_convenience,Comfort & convenience,Automatic climate control,little_flaw
CAR002,comfort_convenience,Comfort & convenience,Steering wheel gearshift paddles,little_flaw
CAR002,comfort_convenience,Comfort & convenience,Third row cup holders,little_flaw
CAR002,comfort_convenience,Comfort & convenience,Three zone climate control,flawless
CAR002,comfort_convenience,Comfort & convenience,Electrically adjustable ORVM,little_flaw
CAR002,comfort_convenience,Comfort & convenience,Auto dimming IRVM,flawless
CAR002,interior,Interior,Door pockets,flawless
CAR002,interior,Interior,Seat upholstery type - Fabric seats,little_flaw
CAR002,interior,Interior,Digital tripmeter,flawless
CAR002,interior,Interior,Headrests,flawless
CAR002,interior,Interior,Interior door handles,damaged
CAR002,interior,Interior,Digital cockpit,flawless
CAR002,interior,Interior,Digital odometer,flawless
CAR002,interior,Interior,Digital Instrument cluster,flawless
CAR002,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR002,exterior,Exterior,Rear power window,flawless
CAR002,exterior,Exterior,Body colored bumpers,flawless
CAR002,exterior,Exterior,Tail lamps - Conventional,flawless
CAR002,exterior,Exterior,Exterior door handle colour - Body Coloured,damaged
CAR002,exterior,Exterior,Headlights Bulb type - Halogen,little_flaw
CAR002,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR002,exterior,Exterior,Xenon headlamps / hid-headlamps,little_flaw
CAR003,safety,Safety,Engine immobilizer,flawless
CAR003,safety,Safety,Anti theft device,little_flaw
CAR003,safety,Safety,Headlight and ignition off reminder,damaged
CAR003,safety,Safety,Central locking,flawless
CAR003,safety,Safety,Speed sensing central door locking,flawless
CAR003,safety,Safety,Power door locks,flawless
CAR003,safety,Safety,Child safety lock,little_flaw
CAR003,safety,Safety,Low fuel level warning,little_flaw
CAR003,safety,Safety,Door ajar warning,flawless
CAR003,comfort_convenience,Comfort & convenience,Anti-glare mirrors - Manual,flawless
CAR003,comfort_convenience,Comfort & convenience,Folding rear seat,little_flaw
CAR003,comfort_convenience,Comfort & convenience,Power windows,flawless
CAR003,comfort_convenience,Comfort & convenience,Distance to empty display,flawless
CAR003,comfort_convenience,Comfort & convenience,Air conditioner,flawless
CAR003,comfort_convenience,Comfort & convenience,Power steering,little_flaw
CAR003,comfort_convenience,Comfort & convenience,12V power outlets,damaged
CAR003,comfort_convenience,Comfort & convenience,Vanity mirror on sun visors,flawless
CAR003,comfort_convenience,Comfort & convenience,Adjustable ORVM,flawless
CAR003,comfort_convenience,Comfort & convenience,One touch-down power windows - Driver,little_flaw
CAR003,comfort_convenience,Comfort & convenience,Cup holders,flawless
CAR003,comfort_convenience,Comfort & convenience,Adjustable cluster brightness,little_flaw
CAR003,comfort_convenience,Comfort & convenience,Digital Clock,flawless
CAR003,comfort_convenience,Comfort & convenience,Power windows position - Front and rear seats,little_flaw
CAR003,comfort_convenience,Comfort & convenience,Rear armrest cup holders,flawless
CAR003,comfort_convenience,Comfort & convenience,Power steering type - EPS,flawless
CAR003,comfort_convenience,Comfort & convenience,Dual zone climate control,flawless
CAR003,comfort_convenience,Comfort & convenience,Automatic climate control,flawless
CAR003,comfort_convenience,Comfort & convenience,Steering wheel gearshift paddles,flawless
CAR003,comfort_convenience,Comfort & convenience,Third row cup holders,flawless
CAR003,comfort_convenience,Comfort & convenience,Three zone climate control,flawless
CAR003,comfort_convenience,Comfort & convenience,Electrically adjustable ORVM,flawless
CAR003,comfort_convenience,Comfort & convenience,Auto dimming IRVM,flawless
CAR003,interior,Interior,Door pockets,little_flaw
CAR003,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR003,interior,Interior,Digital tripmeter,flawless
CAR003,interior,Interior,Headrests,flawless
CAR003,interior,Interior,Interior door handles,flawless
CAR003,interior,Interior,Digital cockpit,flawless
CAR003,interior,Interior,Digital odometer,flawless
CAR003,interior,Interior,Digital Instrument cluster,little_flaw
CAR003,exterior,Exterior,Outside rear view mirrors (ORVMs),damaged
CAR003,exterior,Exterior,Rear power window,little_flaw
CAR003,exterior,Exterior,Body colored bumpers,little_flaw
CAR003,exterior,Exterior,Tail lamps - Conventional,flawless
CAR003,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR003,exterior,Exterior,Headlights Bulb type - Halogen,damaged
CAR003,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR003,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR004,safety,Safety,Engine immobilizer,flawless
CAR004,safety,Safety,Anti theft device,flawless
CAR004,safety,Safety,Headlight and ignition off reminder,little_flaw
CAR004,safety,Safety,Central locking,damaged
CAR004,safety,Safety,Speed sensing central door locking,flawless
CAR004,safety,Safety,Power door locks,flawless
CAR004,safety,Safety,Child safety lock,little_flaw
CAR004,safety,Safety,Low fuel level warning,damaged
CAR004,safety,Safety,Door ajar warning,flawless
CAR004,comfort_convenience,Comfort & convenience,Anti-glare mirrors - Manual,flawless
CAR004,comfort_convenience,Comfort & convenience,Folding rear seat,damaged
CAR004,comfort_convenience,Comfort & convenience,Power windows,flawless
CAR004,comfort_convenience,Comfort & convenience,Distance to empty display,flawless
CAR004,comfort_convenience,Comfort & convenience,Air conditioner,little_flaw
CAR004,comfort_convenience,Comfort & convenience,Power steering,flawless
CAR004,comfort_convenience,Comfort & convenience,12V power outlets,flawless
CAR004,comfort_convenience,Comfort & convenience,Vanity mirror on sun visors,little_flaw
CAR004,comfort_convenience,Comfort & convenience,Adjustable ORVM,damaged
CAR004,comfort_convenience,Comfort & convenience,One touch-down power windows - Driver,little_flaw
CAR004,comfort_convenience,Comfort & convenience,Cup holders,flawless
CAR004,comfort_convenience,Comfort & convenience,Adjustable cluster brightness,flawless
CAR004,comfort_convenience,Comfort & convenience,Digital Clock,flawless
CAR004,comfort_convenience,Comfort & convenience,Power windows position - Front and rear seats,little_flaw
CAR004,comfort_convenience,Comfort & convenience,Rear armrest cup holders,little_flaw
CAR004,comfort_convenience,Comfort & convenience,Power steering type - EPS,flawless
CAR004,comfort_convenience,Comfort & convenience,Dual zone climate control,flawless
CAR004,comfort_convenience,Comfort & convenience,Automatic climate control,flawless
CAR004,comfort_convenience,Comfort & convenience,Steering wheel gearshift paddles,flawless
CAR004,comfort_convenience,Comfort & convenience,Third row cup holders,little_flaw
CAR004,comfort_convenience,Comfort & convenience,Three zone climate control,flawless
CAR004,comfort_convenience,Comfort & convenience,Electrically adjustable ORVM,little_flaw
CAR004,comfort_convenience,Comfort & convenience,Auto dimming IRVM,flawless
CAR004,interior,Interior,Door pockets,flawless
CAR004,interior,Interior,Seat upholstery type - Fabric seats,little_flaw
CAR004,interior,Interior,Digital tripmeter,flawless
CAR004,interior,Interior,Headrests,flawless
CAR004,interior,Interior,Interior door handles,flawless
CAR004,interior,Interior,Digital cockpit,flawless
CAR004,interior,Interior,Digital odometer,flawless
CAR004,interior,Interior,Digital Instrument cluster,flawless
CAR004,exterior,Exterior,Outside rear view mirrors (ORVMs),flawless
CAR004,exterior,Exterior,Rear power window,flawless
CAR004,exterior,Exterior,Body colored bumpers,flawless
CAR004,exterior,Exterior,Tail lamps - Conventional,flawless
CAR004,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR004,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR004,exterior,Exterior,Tail lamps type - Conventional,flawless
CAR004,exterior,Exterior,Xenon headlamps / hid-headlamps,damaged
CAR005,safety,Safety,Engine immobilizer,flawless
CAR005,safety,Safety,Anti theft device,little_flaw
CAR005,safety,Safety,Headlight and ignition off reminder,damaged
CAR005,safety,Safety,Central locking,flawless
CAR005,safety,Safety,Speed sensing central door locking,flawless
CAR005,safety,Safety,Power door locks,flawless
CAR005,safety,Safety,Child safety lock,damaged
CAR005,safety,Safety,Low fuel level warning,flawless
CAR005,safety,Safety,Door ajar warning,flawless
CAR005,comfort_convenience,Comfort & convenience,Anti-glare mirrors - Manual,damaged
CAR005,comfort_convenience,Comfort & convenience,Folding rear seat,flawless
CAR005,comfort_convenience,Comfort & convenience,Power windows,little_flaw
CAR005,comfort_convenience,Comfort & convenience,Distance to empty display,flawless
CAR005,comfort_convenience,Comfort & convenience,Air conditioner,flawless
CAR005,comfort_convenience,Comfort & convenience,Power steering,flawless
CAR005,comfort_convenience,Comfort & convenience,12V power outlets,flawless
CAR005,comfort_convenience,Comfort & convenience,Vanity mirror on sun visors,damaged
CAR005,comfort_convenience,Comfort & convenience,Adjustable ORVM,flawless
CAR005,comfort_convenience,Comfort & convenience,One touch-down power windows - Driver,flawless
CAR005,comfort_convenience,Comfort & convenience,Cup holders,flawless
CAR005,comfort_convenience,Comfort & convenience,Adjustable cluster brightness,damaged
CAR005,comfort_convenience,Comfort & convenience,Digital Clock,flawless
CAR005,comfort_convenience,Comfort & convenience,Power windows position - Front and rear seats,flawless
CAR005,comfort_convenience,Comfort & convenience,Rear armrest cup holders,flawless
CAR005,comfort_convenience,Comfort & convenience,Power steering type - EPS,flawless
CAR005,comfort_convenience,Comfort & convenience,Dual zone climate control,damaged
CAR005,comfort_convenience,Comfort & convenience,Automatic climate control,flawless
CAR005,comfort_convenience,Comfort & convenience,Steering wheel gearshift paddles,flawless
CAR005,comfort_convenience,Comfort & convenience,Third row cup holders,little_flaw
CAR005,comfort_convenience,Comfort & convenience,Three zone climate control,flawless
CAR005,comfort_convenience,Comfort & convenience,Electrically adjustable ORVM,flawless
CAR005,comfort_convenience,Comfort & convenience,Auto dimming IRVM,flawless
CAR005,interior,Interior,Door pockets,flawless
CAR005,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR005,interior,Interior,Digital tripmeter,little_flaw
CAR005,interior,Interior,Headrests,flawless
CAR005,interior,Interior,Interior door handles,flawless
CAR005,interior,Interior,Digital cockpit,flawless
CAR005,interior,Interior,Digital odometer,flawless
CAR005,interior,Interior,Digital Instrument cluster,flawless
CAR005,exterior,Exterior,Outside rear view mirrors (ORVMs),damaged
CAR005,exterior,Exterior,Rear power window,flawless
CAR005,exterior,Exterior,Body colored bumpers,damaged
CAR005,exterior,Exterior,Tail lamps - Conventional,flawless
CAR005,exterior,Exterior,Exterior door handle colour - Body Coloured,flawless
CAR005,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR005,exterior,Exterior,Tail lamps type - Conventional,little_flaw
CAR005,exterior,Exterior,Xenon headlamps / hid-headlamps,flawless
CAR006,safety,Safety,Engine immobilizer,flawless
CAR006,safety,Safety,Anti theft device,flawless
CAR006,safety,Safety,Headlight and ignition off reminder,flawless
CAR006,safety,Safety,Central locking,little_flaw
CAR006,safety,Safety,Speed sensing central door locking,flawless
CAR006,safety,Safety,Power door locks,flawless
CAR006,safety,Safety,Child safety lock,flawless
CAR006,safety,Safety,Low fuel level warning,flawless
CAR006,safety,Safety,Door ajar warning,flawless
CAR006,comfort_convenience,Comfort & convenience,Anti-glare mirrors - Manual,flawless
CAR006,comfort_convenience,Comfort & convenience,Folding rear seat,damaged
CAR006,comfort_convenience,Comfort & convenience,Power windows,flawless
CAR006,comfort_convenience,Comfort & convenience,Distance to empty display,flawless
CAR006,comfort_convenience,Comfort & convenience,Air conditioner,flawless
CAR006,comfort_convenience,Comfort & convenience,Power steering,flawless
CAR006,comfort_convenience,Comfort & convenience,12V power outlets,flawless
CAR006,comfort_convenience,Comfort & convenience,Vanity mirror on sun visors,flawless
CAR006,comfort_convenience,Comfort & convenience,Adjustable ORVM,flawless
CAR006,comfort_convenience,Comfort & convenience,One touch-down power windows - Driver,flawless
CAR006,comfort_convenience,Comfort & convenience,Cup holders,flawless
CAR006,comfort_convenience,Comfort & convenience,Adjustable cluster brightness,flawless
CAR006,comfort_convenience,Comfort & convenience,Digital Clock,flawless
CAR006,comfort_convenience,Comfort & convenience,Power windows position - Front and rear seats,flawless
CAR006,comfort_convenience,Comfort & convenience,Rear armrest cup holders,flawless
CAR006,comfort_convenience,Comfort & convenience,Power steering type - EPS,flawless
CAR006,comfort_convenience,Comfort & convenience,Dual zone climate control,flawless
CAR006,comfort_convenience,Comfort & convenience,Automatic climate control,flawless
CAR006,comfort_convenience,Comfort & convenience,Steering wheel gearshift paddles,flawless
CAR006,comfort_convenience,Comfort & convenience,Third row cup holders,flawless
CAR006,comfort_convenience,Comfort & convenience,Three zone climate control,flawless
CAR006,comfort_convenience,Comfort & convenience,Electrically adjustable ORVM,flawless
CAR006,comfort_convenience,Comfort & convenience,Auto dimming IRVM,damaged
CAR006,interior,Interior,Door pockets,damaged
CAR006,interior,Interior,Seat upholstery type - Fabric seats,flawless
CAR006,interior,Interior,Digital tripmeter,flawless
CAR006,interior,Interior,Headrests,flawless
CAR006,interior,Interior,Interior door handles,damaged
CAR006,interior,Interior,Digital cockpit,flawless
CAR006,interior,Interior,Digital odometer,flawless
CAR006,interior,Interior,Digital Instrument cluster,flawless
CAR006,exterior,Exterior,Outside rear view mirrors (ORVMs),little_flaw
CAR006,exterior,Exterior,Rear power window,flawless
CAR006,exterior,Exterior,Body colored bumpers,little_flaw
CAR006,exterior,Exterior,Tail lamps - Conventional,little_flaw
CAR006,exterior,Exterior,Exterior door handle colour - Body Coloured,little_flaw
CAR006,exterior,Exterior,Headlights Bulb type - Halogen,flawless
CAR006,exterior,Exterior,Tail lamps type - Conventional,damaged
CAR006,exterior,Exterior,Xenon headlamps / hid-headlamps,damaged
CAR007,safety,Safety,Engine immobilizer,little_flaw
CAR007,safety,Safety,Anti theft device,little_flaw
CAR007,safety,Safety,Headlight and ignition off reminder,flawless
CAR007,safety,Safety,Central locking,flawless
CAR007,safety,Safety,Speed sensing central door locking,flawless
CAR007,safety,Safety,Power door locks,flawless
CAR007,safety,Safety,Child safety lock,flawless
CAR007,safety,Safety,Low fuel level warning,little_flaw
CAR007,safety,Safety,Door ajar warning,flawless
CAR007,comfort_convenience,Comfort & convenience,Anti-glare mirrors - Manual,flawless
CAR007,comfort_convenience,Comfort & convenience,Folding rear seat,flawless
CAR007,comfort_convenience,Comfort & convenience,Power windows,little_flaw
CAR007,comfort_convenience,Comfort & convenience,Distance to empty display,little_flaw
CAR007,comfort_convenience,Comfort & convenience,Air conditioner,flawless
CAR007,comfort_convenience,Comfort & convenience,Power steering,flawless
CAR007,comfort_convenience,Comfort & convenience,12V power outlets,flawless
CAR007,comfort_convenience,Comfort & convenience,Vanity mirror on sun visors,damaged
CAR007,comfort_convenience,Comfort & convenience,Adjustable ORVM,flawless
CAR007,comfort_convenience,Comfort & convenience,One touch-down power windows - Driver,flawless
CAR007,comfort_convenience,Comfort & convenience,Cup holders,little_flaw
CAR007,comfort_convenience,Comfort & convenience,Adjustable cluster brightness,flawless
CAR007,comfort_convenience,Comfort & convenience,Digital Clock,little_flaw
CAR007,comfort_convenience,Comfort & convenience,Power windows position - Front and rear seats,flawless
CAR007,comfort_convenience,Comfort & convenience,Rear armrest cup holders,little_flaw
CAR007,comfort_convenience,Comfort & convenience,Power steering type - EPS,flawless
CAR007,comfort_convenience,Comfort & convenience,Dual zone climate control,flawless
CAR007,comfort_convenience,Comfort & convenience,Automatic climate control,damaged
CAR007,comfort_convenience,Comfort & convenience,Steering wheel gearshift paddles,damaged
CAR007,comfort_convenience,Comfort & convenience,Third row cup holders,flawless
